SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
6.741544218525667,3.3785792148861047,5.77058585872283,2.232233467004945,Iris-virginica
4.803327942570392,3.009292701623936,1.764278613997099,0.053008884028285935,Iris-setosa
6.4144750071686465,3.178237296181079,4.32758869593776,1.153680500389886,Iris-versicolor
5.137928395195498,3.665237828608768,1.8366033035959424,0.14402063287768951,Iris-setosa
4.427426924986747,3.259561978893659,0.8174676011971204,0.26473661878808785,Iris-setosa
5.987913014240685,3.7821617798520126,1.9789749143462458,0.44085401912145405,Iris-setosa
6.606968476412447,3.0529879692176265,5.551573413623034,2.3090279605099133,Iris-virginica
5.289588340501064,3.676342963382945,1.6220710570366799,0.320592378488147,Iris-setosa
5.9205654439032545,2.7862207423574707,4.051992365861436,1.3629480559523175,Iris-versicolor
6.400457560162162,2.7361097594484876,5.541409172376976,2.1215013018218167,Iris-virginica
7.410213792433369,3.038355517362645,6.014561132030502,1.6547597102088072,Iris-virginica
5.859261694205953,2.405398622613397,5.053207819541892,2.1298375220928247,Iris-virginica
5.573765310987733,2.598833274035642,5.222762166536853,2.279048359515067,Iris-virginica
4.822181362585089,3.9745491880203034,1.8135915707917267,0.34276684652111794,Iris-setosa
7.705943762145539,3.5103912235173067,6.7150763816241525,2.2641165895800106,Iris-virginica
6.868732345224513,3.0781084819230733,4.684197967448658,1.3836382085073522,Iris-versicolor
6.576053713485187,3.5923064023788176,5.3129558381172135,2.4770776980934213,Iris-virginica
4.699260170482668,3.21215532049765,1.5236893091835813,0.06767867267990163,Iris-setosa
5.262089563813286,3.2597438489280486,1.571817472436669,0.06972249856445578,Iris-setosa
4.442280550634379,2.7145162965631666,1.3319243081306575,-0.032451659665926724,Iris-setosa
6.627497761261843,3.482177712021958,5.447299231214471,2.322795422149694,Iris-virginica
4.392227303304084,2.9593559930449818,1.5363980414293479,0.15345773368854548,Iris-setosa
5.746660443951076,2.83746064508833,4.239888932457404,1.2114446591186276,Iris-versicolor
5.527742348888711,2.870847417518518,5.349171619613516,2.4084321634168386,Iris-virginica
5.9557240017448905,2.6238001750272506,4.2273529135041645,1.2248554316368956,Iris-versicolor
6.550730823495381,2.8129305552644897,4.822229552055209,1.5046980372928562,Iris-virginica
6.6383902721767445,2.943800239842336,4.479214164340666,1.570237279569616,Iris-versicolor
6.704444067589612,3.182732206601055,5.684214564059106,1.6000628626576068,Iris-virginica
6.577488293867693,2.9816736692788823,5.686345437737403,1.8498499992631903,Iris-virginica
6.79978550754468,2.8587937796479896,5.7011142122941925,2.181542074357065,Iris-virginica
6.588253793214452,3.0263768102206745,5.849734080341877,2.267609492791465,Iris-virginica
6.519168070037846,2.8695786540900894,4.580324877980842,1.4191384242853387,Iris-versicolor
4.578953396510245,3.4951788866374374,1.1520714054459567,0.3748085278467773,Iris-setosa
5.076271999889111,4.383915085422873,1.5013945482192792,0.302832194585559,Iris-setosa
5.100382912802089,3.64280637045244,1.480094074498655,0.024547548807953568,Iris-setosa
5.104777846813461,2.625888654524862,3.775734694047665,1.1439043133556699,Iris-versicolor
4.320681050703642,3.3057064831552223,1.3467504713250704,0.06939149345484918,Iris-setosa
6.857232390174017,2.7639646722329316,5.189059806500212,2.3498181889376366,Iris-virginica
5.45021294275894,3.8340403615904766,1.5856146787403542,0.3126297551178542,Iris-setosa
6.760430618891474,3.3484363337081775,4.580872295011245,1.2846424773995397,Iris-versicolor
6.299623709520217,2.84092033287542,4.2470432230818735,1.238206702439148,Iris-versicolor
4.979737083668374,3.284631806216537,1.4264958719403673,0.4331348920547466,Iris-setosa
4.868100713226217,2.1077083778149612,3.7792523131167526,1.0618865740843573,Iris-versicolor
5.751118703207406,2.6587379987191007,4.453766234334636,1.5030309708399876,Iris-versicolor
6.379027187015238,2.9905887721917543,5.710020225406214,2.4854900229948207,Iris-virginica
6.06210560915887,3.3912486787542018,5.043194209081595,1.8591792447291984,Iris-versicolor
5.471617930119844,2.347529570073974,4.930267075187929,1.7890737038175017,Iris-virginica
5.618415169671426,3.0148187353414224,4.2714839845557275,1.215890711962174,Iris-versicolor
6.055781074069004,2.7533191299908366,4.811851603634055,1.611536065135441,Iris-virginica
5.928300989016135,2.817616766770181,5.570211764521036,1.3868422006239483,Iris-virginica
7.310023116420568,2.9560884018330515,6.866873049388842,1.9715236474049145,Iris-virginica
7.25587923782077,3.47113353676685,4.540572979616818,1.329168955024308,Iris-versicolor
5.7459797476371595,3.1946740776220954,3.5383663482048267,1.250424495714698,Iris-versicolor
6.2677843584746995,3.578536482607575,5.209000127716111,2.2782761458722387,Iris-virginica
4.340060397249642,3.3019426173326503,1.3604159267618612,0.406498485199022,Iris-setosa
6.608371832250998,2.884771235298926,5.53502730251389,2.1383205141844734,Iris-virginica
4.465053353084568,3.3623468752467893,1.6040772120077564,0.1795445210763373,Iris-setosa
4.929397727748618,3.373719840251211,1.561583623825963,0.00732103612262508,Iris-setosa
4.774182471634201,3.0991928882205606,1.3036753852555432,0.4226564542786031,Iris-setosa
5.057465565644317,3.3465803724833263,1.1476072081781639,0.295802015025664,Iris-setosa
5.041338894584692,2.2475614426814654,3.0478969629704222,0.8706933975851063,Iris-versicolor
7.464592567855022,3.861121073755944,6.667838528134381,2.058690051865995,Iris-virginica
4.921128859364059,3.2236224863691607,1.6808048231503379,0.07142005067574092,Iris-setosa
6.277466345736234,2.649280580531708,5.685917771890996,2.0919853072588004,Iris-virginica
6.07341596282389,2.7375815592778014,4.919941045857678,1.513606756332581,Iris-virginica
6.990322345077612,3.22209156275604,4.900383601045856,1.7796956156992283,Iris-versicolor
5.139320684967349,2.6776907116615796,3.721179365707553,1.5008933772379998,Iris-versicolor
7.857529707990976,2.5758080005929878,7.082344191503642,2.4172406759348632,Iris-virginica
6.056022816319976,3.5695105736821673,4.824590989192208,1.4663500989226286,Iris-versicolor
4.968110698745373,2.440558271567487,4.1388411301464325,1.2212497543812637,Iris-versicolor
5.47735718736385,2.4109850506834705,3.251231861237835,0.7502008227930623,Iris-versicolor
5.810334906664756,3.266346584943758,4.772173099445208,1.6682170872133648,Iris-versicolor
5.001526624521197,3.5774622897773285,1.4727035998473579,-0.09117383950406072,Iris-setosa
7.83577910388788,2.430007626695378,6.96237874639523,2.034335408490512,Iris-virginica
5.546913401020274,4.246450638017797,1.4658373976238328,0.3814387391182546,Iris-setosa
6.439648421260552,3.0734435512513913,5.288809963852327,1.95640257948874,Iris-virginica
7.842483913848062,3.8946679019583055,6.327233398263475,2.0267919871930222,Iris-virginica
4.8464057109391705,3.3324707535094955,1.4804486950267128,0.21456897948633458,Iris-setosa
6.415744163334831,2.9361327180595946,4.747275139697976,1.347542263718816,Iris-versicolor
5.182767872569825,2.826692713311981,1.3017943729622752,0.04051601809110947,Iris-setosa
7.7580312844701895,3.2415187567346853,6.357683865892316,2.094520543712655,Iris-virginica
4.733226007245537,2.993970329847616,1.1027538376178612,0.4813548882527702,Iris-setosa
5.446593152573037,3.246887667316805,1.3455768336680818,-0.054399342702382,Iris-setosa
6.109561640497263,2.7008195827167665,4.6010683022310515,1.8552908341890064,Iris-virginica
6.500204702059977,3.010929901819758,5.876856897124,2.683805563580029,Iris-virginica
6.379645712110941,3.051801652655005,5.211858481999328,1.9510980883294233,Iris-virginica
7.656879772335546,3.7843330293385726,6.17540547892867,2.209416838339672,Iris-virginica
6.23692727251686,2.948483523802439,4.438576263674387,1.5687893386866623,Iris-versicolor
5.3028622993919035,2.2725571897257963,3.9169334040065062,1.2278719374857778,Iris-versicolor
5.154051281297985,2.987813272546823,1.343255810450262,0.28089476009603526,Iris-setosa
6.642429724806352,2.5828160342807,5.315248929816964,2.1121828639197036,Iris-virginica
6.32371239551497,2.777267629589647,5.505575862164501,1.236868127104364,Iris-virginica
5.38022538259705,2.8957131938818854,4.7314840653386145,1.965706002612605,Iris-virginica
5.191529128819174,2.170837465277644,3.1971609744186815,1.0190893494294166,Iris-versicolor
6.8555123643284235,3.186233640635371,5.587253096694916,2.0636329102224362,Iris-virginica
4.338698058324738,3.4767920668571834,1.070863182886872,-0.02121119849300218,Iris-setosa
5.566347808541825,2.5034361120473325,4.690219065274791,1.1103147408251883,Iris-versicolor
6.309763347808338,2.91829977533699,5.751306960402573,1.7306288222299664,Iris-virginica
7.454060017840278,3.8269777447321007,6.031144089523776,2.3581676183171676,Iris-virginica
6.824890153979394,2.940777382299269,5.000404125787731,1.498766015564328,Iris-versicolor
6.687698646951084,2.7539721966364996,5.324259851683091,1.6433396177109303,Iris-virginica
5.4425065421931995,3.846677005302432,1.5375399222107444,0.17234921157455868,Iris-setosa
7.2652220782924415,2.9201099368405807,6.26085987424943,1.6771629636416745,Iris-virginica
6.061929555999387,3.0985015709964268,4.922309703900747,1.0316451448100399,Iris-versicolor
4.513389789670601,3.2223216408803514,1.5918941164107951,0.2891901655280678,Iris-setosa
6.470648908542968,3.084811487216459,5.242727811343802,1.5661800083893624,Iris-virginica
7.140909305083456,2.853417776234807,6.246636572883377,1.9613086019639403,Iris-virginica
5.879978737862848,2.6439104461313296,3.6879542193675694,0.8039084546239192,Iris-versicolor
7.232807273962954,3.00794572809997,5.9309455682201175,1.603586389394971,Iris-virginica
5.901454686157044,2.89941151326914,5.318176217574861,1.9699635783858223,Iris-virginica
5.037445109305907,3.628860456296063,1.5473990498701187,-0.03831692072771242,Iris-setosa
6.345865827616533,3.0788618168337325,5.162376918633992,1.5808607240540837,Iris-virginica
4.768998239807148,3.246345286295617,1.2106129961256005,0.1737520325953832,Iris-setosa
5.899596262610799,3.5261698650697273,4.485748166769671,1.4826288291390841,Iris-versicolor
6.219266482163966,2.948312854462958,5.273795557586035,1.5838616358756359,Iris-versicolor
,2.567785314889632,4.165786090087333,1.3209850243508012,Iris-versicolor
4.8667938522613685,3.1420471024745917,1.5454863831410002,-0.09044818650151665,Iris-setosa
4.982882901193938,3.4895659188412873,1.4046329744296493,0.07301810352169422,Iris-setosa
6.338927783141726,2.8892449038281867,5.335466437855434,1.9849458786477494,Iris-virginica
5.332433695538565,2.500469189374551,4.388059597649834,1.1572075519252827,Iris-versicolor
6.231899156824781,3.4213483414278993,5.980207139922327,2.465910178753671,Iris-virginica
5.239181057607783,3.4633106528005895,1.3985816079620008,-0.08001005497878716,Iris-setosa
4.940564830574246,3.227216868524035,1.1636296964808126,-0.05976382307010536,Iris-setosa
6.114448438837315,3.3942416627449674,4.519484502456561,1.8642537523141258,Iris-versicolor
5.958496114006785,3.1908635765343485,4.7354036809959235,1.682342967407677,Iris-virginica
6.346450819704276,2.356011034774918,4.750490156589569,1.92134696934456,Iris-virginica
5.954154377866228,2.6411495433574177,4.461707433366773,1.519398901146157,Iris-versicolor
6.7599095628002495,3.4649730248151833,5.978140768170857,2.310813285813381,Iris-virginica
6.35217375379257,3.271366093280671,5.1885444839439465,2.2613688738328146,Iris-virginica
5.025705472407304,3.793846951481359,1.5128442366108998,0.193051105727838,Iris-setosa
5.9527151602675055,2.5237592312157044,3.6029092522147925,1.0369548809807019,Iris-versicolor
6.220472575478968,2.7162413625792587,5.369997399861237,1.70609898299981,Iris-virginica
5.943557725475049,3.886990518558477,1.0740724335030174,0.07795865252964942,Iris-setosa
4.9119319081446315,3.489278678421402,1.4840874657214687,-0.003612524555170915,Iris-setosa
6.224477790700059,2.2811402721375127,4.47675902804547,1.4357804940242644,Iris-versicolor
5.808590679432391,2.7964790610544563,4.664822327579773,2.024563471083755,Iris-virginica
4.39483740544683,3.1364894029072743,1.4282203577689654,0.5690222909186469,Iris-setosa
6.203275260332859,3.297797318316098,4.53011896431567,1.3080719023215293,Iris-versicolor
5.130715087861601,3.267851434447248,1.38296798431012,0.04895776274770064,Iris-setosa
7.632253609544386,4.070560121692678,6.659124871718482,1.923488778718332,Iris-virginica
5.6819117052625625,3.643176610322361,1.1322200735450287,0.19296844941966823,Iris-setosa
4.724602367063471,3.2997049231847466,1.2439822918862171,0.5555709221983633,Iris-setosa
5.105463724287443,3.6555500197553363,1.7608038189787008,0.12529508121210087,Iris-setosa
6.318298715422555,3.3321791077139875,5.228700142906616,2.4279751734067863,Iris-virginica
4.710053845537569,3.1799370895371033,1.4963278603984616,0.3946080441406921,Iris-setosa
4.810243499739694,3.486152958481002,1.2928543095713467,-0.04736850820762681,Iris-setosa
4.925200274545133,3.54939182822883,1.6129735838458257,-0.07731560065085719,Iris-setosa
5.2250388671715955,2.136222160947731,3.789997277879924,0.9777871484042719,Iris-versicolor
5.954487488627697,3.175416222429977,4.127920870594802,1.2002521625742673,Iris-versicolor
5.946818600908977,3.782776543115618,1.836716850529252,0.5658623186631812,Iris-setosa
6.717456170411697,2.783431336895398,4.5285579889292915,1.3253861055058318,Iris-versicolor
6.555368721498794,3.1422006486037564,5.285709382275703,1.9292128005260956,Iris-versicolor
5.7484954177505525,3.762505902024098,1.6868617778333153,0.0010457545858940653,Iris-setosa
5.058551863553767,3.540557650596776,1.7334791638058433,0.0005860938806536153,Iris-setosa
6.4811388672118095,2.297287508850875,4.833688481189131,1.600687252834492,Iris-virginica
7.628647856194909,2.9564546830716654,6.88946346003246,2.38302881848924,Iris-virginica
5.3981633267542515,4.071673091802982,1.2570767075985558,0.09517666311147746,Iris-setosa
6.665479729073214,3.146940255437337,4.599985214355215,1.3322724231255276,Iris-versicolor
5.018027685898701,2.815871192684317,1.6457151101263563,0.032800774791553355,Iris-setosa
7.485673400672864,3.2084733948624637,5.809229815380276,2.01401431772668,Iris-virginica
6.749148851324078,3.591206915979626,5.417677886380171,2.6080636311372847,Iris-virginica
6.712736566275302,3.171906639224214,5.935854871661488,2.341424814902676,Iris-virginica
5.8945246322268945,2.845141349484163,4.266925167614874,1.356699750101654,Iris-versicolor
4.873082827627725,3.3010025832640415,1.416827452621712,0.2191778515450411,Iris-setosa
6.894040625568123,2.9229224958098454,5.844863385504089,2.138141692366229,Iris-virginica
6.574710059543354,3.20617979455958,5.365702131102873,2.2166500091977186,Iris-virginica
4.7195315968643134,2.6497442514960254,4.6879798449437375,1.9166872809650923,Iris-virginica
5.9418846545817186,2.796462070216897,4.590475563231855,1.1746712790790206,Iris-versicolor
5.648726318704008,2.883977661574386,5.274817306289201,2.650430083963737,Iris-virginica
6.127765877755667,2.188692081587121,4.209971542857379,1.1772454522784788,Iris-versicolor
5.5777742890354025,2.8716221282443346,4.636746967080801,1.2363460170148541,Iris-versicolor
6.533491361097254,3.168415700262277,4.167626916905199,,Iris-versicolor
4.801736700035102,2.998264643316927,1.3247348522912699,0.030894001347893024,Iris-setosa
7.95300195450454,2.5200876580148197,6.951819360481003,2.02473742446437,Iris-virginica
6.065434463183217,3.1771992203612225,4.599992319632081,1.5888795533027333,Iris-versicolor
5.552167319184075,2.415857100682048,4.475486419279191,1.15913396998907,Iris-versicolor
4.943659671340076,3.2539296453647815,1.5233388230886065,0.2557480409411928,Iris-setosa
6.471335625658949,3.480731996453579,5.259633848151098,2.177476430743591,Iris-virginica
6.538433030913488,3.0303653970769395,4.891350994863585,1.7073404252677182,Iris-virginica
6.418183403529573,3.400573992935332,5.211221741926929,2.178582683970749,Iris-virginica
7.112280772845349,3.015771981949504,6.161008466249337,1.6676829979848402,Iris-virginica
5.909861215242502,1.9734883896480164,4.26496402738525,1.2633267882383454,Iris-versicolor
6.540002949170244,3.1853824380438818,4.7898509002580445,1.674796990204376,Iris-versicolor
4.311574518740032,3.3112017243565273,1.4099814882460306,0.027011585498334906,Iris-setosa
4.759964502230304,3.7637415607712628,0.9317167598120438,0.21340611650856584,Iris-setosa
7.098623475663447,3.4125492446031225,4.835223120899394,1.1925631741073535,Iris-versicolor
6.481494646706891,3.217474798367492,5.587829211052724,2.4177484271206753,Iris-virginica
5.250410332101466,3.649470615160148,1.5229473263784494,0.42833629758052677,Iris-setosa
4.905584701502814,2.700083496870027,1.606028586638857,0.5610067663763206,Iris-setosa
4.747143088168312,3.2439481052971235,1.3397806174426163,0.08193283398199197,Iris-setosa
5.538162018149284,2.539009807489784,3.824675433840514,1.442541315670801,Iris-versicolor
6.008747370827576,2.8726100165759707,5.130643268706901,1.697592298303838,Iris-virginica
5.41288630277785,3.6171997867482895,1.3231023420143717,-0.03468260074526086,Iris-setosa
4.24231316684341,3.0818883588340404,1.0553640290224964,0.13437690471782046,Iris-setosa
5.365559618294472,3.71758775980568,2.0409714469741775,0.2050384406901103,Iris-setosa
5.310513788391496,2.6007257303369045,3.605500207271879,1.2892398533514364,Iris-versicolor
6.631321014966968,2.7419242460823305,5.520644658595264,1.733246732284903,Iris-virginica
5.346539462434924,3.6041598529601497,1.7979458161831061,0.1889257113349716,Iris-setosa
7.68510340410853,3.5401506860814327,6.769346990729544,2.1983144351136676,Iris-virginica
5.5089391224153355,3.9396612089768865,1.4588987533664612,0.20899692313647134,Iris-setosa
5.968901595946654,2.7360481355997304,4.054477716452604,1.5398029051065323,Iris-versicolor
6.104527150238981,2.800914364791749,5.368613626609761,1.6972103429830208,Iris-virginica
4.851562477721275,2.8799349460580124,1.6619787764183531,0.10568821207670459,Iris-setosa
5.418631744102172,3.056149853366763,3.7064473292195226,1.1564359961326973,Iris-versicolor
6.410621573477066,2.9458544682350607,5.595209996431649,1.6768191202420653,Iris-virginica
6.347609065288483,2.6720499505446176,4.552934426958681,1.3413296065316507,Iris-versicolor
6.337772429148087,2.9246337208217623,4.496827489514878,1.3620916426716827,Iris-versicolor
5.446098677805415,3.7059604569945823,1.7631603469143127,0.13160928887116294,Iris-setosa
7.666570558185673,2.768148212838035,6.819074664445667,2.036303984873709,Iris-virginica
5.415480876489403,3.093861940614675,4.9257683346178744,1.975696124249848,Iris-virginica
5.73772945516247,2.412869562149647,3.8734976195557365,0.9783513354612939,Iris-versicolor
6.038411033798335,2.6693179473076327,4.91545465879641,2.4326616252915585,Iris-virginica
4.316387645708071,3.4991130231534004,1.2891116290283966,0.22503118340846723,Iris-setosa
5.555107319376695,3.4862126695016293,1.3692487784785834,-0.01011108663346122,Iris-setosa
7.119984397838567,2.8978738433915034,5.648896562456823,2.130228679257555,Iris-virginica
6.250718490031069,2.7289261331019516,5.728463391232655,1.641221268524497,Iris-virginica
6.738731332051962,3.3270100668345646,5.665064276612171,2.0960835916750433,Iris-virginica
4.916051948351018,3.273780131051595,1.5232585417420825,0.3628950659487288,Iris-setosa
5.525104771272338,3.509030551067722,1.5888664847961032,0.4352610464992501,Iris-setosa
5.423631280990071,4.274958277541681,1.4451100788128692,0.17735146790834858,Iris-setosa
6.252494290116011,2.666549474807357,4.170265006802383,1.3639260396671016,Iris-versicolor
5.191488884885937,3.613906138626185,1.2124245733518424,0.575398924057446,Iris-setosa
5.898734962121152,,4.099833433420735,1.146683506894241,Iris-versicolor
5.666551610792276,3.24240622457895,1.500000926159734,0.06362756302905395,Iris-setosa
6.273588316566189,3.2475208942628737,5.497857204134772,2.2483175283598493,Iris-virginica
6.508661258223142,2.7660372592640954,5.82274340700057,2.469118374430269,Iris-virginica
6.252027468952351,2.462651841368332,3.848825558622378,0.9570035735325404,Iris-versicolor
6.017202026726947,2.3402620191763925,4.156340491809307,1.187407895068768,Iris-versicolor
5.518591720145028,2.6502726067653244,3.306666351476697,1.1270166146212248,Iris-versicolor
6.698125217282239,3.391886983108894,5.130195298017709,2.339460250466785,Iris-virginica
5.7099360617146475,2.7384894565328057,4.603298580950182,1.2041290556408892,Iris-versicolor
5.178649684110603,3.732389094444216,1.3457735498382943,0.03435977872711954,Iris-setosa
4.868166498335278,2.5597229873915577,3.161042410943258,0.9999357062346037,Iris-versicolor
6.67700077802854,2.2899180344352668,5.642927867941715,1.6742176016484063,Iris-virginica
5.171698279192503,2.177654493270337,3.536754953777728,0.7619351412473612,Iris-versicolor
6.253679688382378,2.779492644501999,4.943098878727571,1.420724730879218,Iris-versicolor
4.989416362639655,3.802999932346464,1.2630744978606518,0.1320788555198653,Iris-setosa
7.957502323486313,2.825828728895351,6.382914382990566,2.3261006221122305,Iris-virginica
5.658254293898444,4.3900301145169145,1.2415993119200908,0.3268943557148963,Iris-setosa
7.042215955251113,2.954294082027503,4.9685800682380075,1.1116918369488693,Iris-versicolor
5.348175598321138,3.932461190021505,1.7801034060109862,0.05097163607410632,Iris-setosa
5.5430847370185745,2.86513273261878,4.347439181250326,1.1506336641448456,Iris-versicolor
6.334607176877428,2.3279958497138544,4.5183225856349125,1.4023199064727097,Iris-versicolor
6.070519774918369,3.0516191743942453,4.925660290372368,1.3100914760579028,Iris-virginica
7.901702988072472,2.8225945808870163,6.224239138744156,2.4327258082716305,Iris-virginica
5.582740615813686,2.474591263615132,4.379963065719919,1.528740578430417,Iris-versicolor
6.302504565572409,3.10387661773465,5.482630482843819,1.5822463554782595,Iris-virginica
6.477676632515886,3.4292454477174354,5.124977378111445,2.1024355831347443,Iris-virginica
4.200402631309654,2.745187734279669,1.1138853911225624,0.1987611019091538,Iris-setosa
4.265205595020564,3.2013821777870093,1.5754185032318284,0.20732379996034933,Iris-setosa
5.585380259646258,3.0510391012248395,4.247775598245643,1.5250475268412809,Iris-versicolor
5.146784810174607,3.8808748366833377,1.2783606647081533,0.20893132195638053,Iris-setosa
5.666813797428956,3.17583615965097,1.787632525825101,-0.025114128341969633,Iris-setosa
6.993533225497591,2.2947303075099064,6.039491146568812,1.7695212123807702,Iris-virginica
5.672821007413237,2.737084480886896,3.813793903248542,1.3691877759743953,Iris-versicolor
4.660755311581153,3.1329523119146625,1.8929961819509022,-0.07245587667875697,Iris-setosa
5.865773698524543,2.740387217725889,4.010082920534932,1.3636474666302623,Iris-versicolor
5.136725059794832,1.7863598630152122,3.3194506229194003,1.2210880518679676,Iris-versicolor
5.266654844227154,4.069322755647538,1.2274212047969753,0.3195854217849563,Iris-setosa
5.882644272431527,2.8815619423405474,4.2726324680116825,1.2184281011488995,Iris-versicolor
5.550412273510657,2.9229331081443535,4.195654155304624,1.5294799792156488,Iris-versicolor
6.7885403327320155,2.8769896500949916,5.014177764255925,1.8846711577769242,Iris-versicolor
6.222017590990021,3.1866130735616633,5.500858943540186,2.0691658674935596,Iris-virginica
4.904025122409605,4.301512659822926,1.4408458511402824,0.03349431044443005,Iris-setosa
7.153108249948344,3.3832848948194645,5.852599431427251,2.361393303002395,Iris-virginica
5.045844797775358,3.6266759115782277,1.2202874292245107,0.19886855588441102,Iris-setosa
5.229741348694828,3.486960304345791,1.6735750328496277,0.6897857054731893,Iris-setosa
5.675654037962566,3.0479487426788348,4.1629630404331674,1.3594543392659215,Iris-versicolor
5.431242512898349,2.7792881280355886,4.639468754468864,1.5264199459959902,Iris-versicolor
5.593455571661672,3.1645798410154344,1.257045385741045,0.5386123275536856,Iris-setosa
6.139134156152641,3.232174050574372,4.650586449579663,1.2344167483658979,Iris-versicolor
5.798403627570939,2.59872841650051,5.281288003213388,1.8417397281882024,Iris-virginica
7.515429187295405,2.816781931919073,6.609495535750235,2.0081766932033194,Iris-virginica
6.585457427791162,3.0770159768843577,4.654522426589773,1.6269077526826767,Iris-versicolor
6.0842482483024005,2.846470877759857,4.163967666102591,1.7596086992051818,Iris-versicolor
5.228432889843434,3.973988204232366,1.2936097693738493,-0.06759235245232231,Iris-setosa
5.619066321720076,2.5706061059897554,4.911792974558393,2.1814753726815237,Iris-virginica
7.029294462419293,3.0815752923595525,5.487299207645221,2.421971179167112,Iris-virginica
6.030345707711029,3.1531661418903374,4.26600757553428,1.2903805204222643,Iris-versicolor
7.077132404122683,2.8672836162674766,4.836627270073891,1.6021096558496792,Iris-versicolor
4.912515426966048,3.846162816839472,1.4277519785565596,0.3211446357411213,Iris-setosa
6.1057670842428164,3.1225348230133276,4.269869008249152,1.2433703602750728,Iris-versicolor
4.758738896257214,3.3405797156909722,1.4152492225008706,0.2883030017611832,Iris-setosa
5.438155473735943,3.2348922317865267,4.4466424667107045,1.7777796573607425,Iris-versicolor
6.111027832733603,3.564014358286854,4.391198675238186,1.4899815998265413,Iris-versicolor
5.781069690724726,4.254537627035932,1.4096559257836279,0.14235758544968707,Iris-setosa
6.609746369583486,2.9872349540295966,4.5844153261528815,1.3989305865511246,Iris-versicolor
6.984493970269321,3.05052246906892,4.505656096357096,1.285168412416753,Iris-versicolor
7.191166999786266,3.0348964040384216,6.133264018980389,1.8039458635614478,Iris-virginica
4.3491989586912005,3.0923234464592557,1.0668782848154232,0.3343223191470283,Iris-setosa
5.107751779442025,3.446608325974984,1.2513319067077635,0.14020654450447761,Iris-setosa
5.187835383847175,3.2175040164251056,4.4670815208603,1.3171931791688702,Iris-versicolor
6.148196748281307,2.923746381614634,5.040297508134913,1.6453040191144255,Iris-virginica
5.823330908354859,1.9341642908612529,3.7580575477290656,1.1893775402227744,Iris-versicolor
5.657118358553607,2.563908155532322,4.175798211987949,1.258179864623975,Iris-versicolor
4.977091948207932,2.713677956542282,4.091749170680374,1.184155669816156,Iris-versicolor
5.35716546232299,3.465539886111359,1.760787851821173,0.5322311045434299,Iris-setosa
6.382341833294569,2.8296668006270997,5.355618542629158,2.3455785361097843,Iris-virginica
5.218105103921629,2.4897434888863392,3.8932825493219507,1.0977160874081286,Iris-versicolor
4.982050942553993,3.50159248359875,1.9905606238919962,0.1672588326129745,Iris-setosa
4.928499151465994,2.9404768249305966,1.1640466156377571,0.013067256324530485,Iris-setosa
6.0281852969886405,3.1912547404349776,4.012925319695214,1.1159821720596366,Iris-versicolor
5.529322913507034,2.681313964572368,5.09755613095609,2.098245501812189,Iris-virginica
4.8403408622571815,2.4276091903196884,3.1754077858487224,0.713599046030122,Iris-versicolor
6.107380694948407,2.78099396130704,4.644013332832604,2.0938448720938716,Iris-virginica
7.400803703029399,3.892078866493281,5.988647271310012,2.604291422548169,Iris-virginica
6.478250114202237,2.722112260817083,4.3370381490587375,1.5852942862685242,Iris-versicolor
6.563338252653183,3.146829248020537,5.934455698370091,2.495340581546751,Iris-virginica
4.578147854161962,2.81316560798764,1.185951734730475,0.24464325944395207,Iris-setosa
4.924050240220362,3.4222854682969484,1.858170169241388,0.301612824819665,Iris-setosa
4.818185756422976,3.123463136529436,1.5922718788944876,0.3003000380866571,Iris-setosa
6.059923408569101,3.1250055875865193,4.475504403806813,1.510223190052682,Iris-versicolor
7.1809831189563855,3.427726933850623,4.703067378020757,1.5218201673940932,Iris-versicolor
5.037859649691557,3.581709820040656,1.5531053080926536,-0.06069598489438305,Iris-setosa
4.161241260714735,2.902620645906785,1.099475868941534,0.3471126994164055,Iris-setosa
8.156228945065303,3.7352792989847545,6.462393525816187,2.265818736595488,Iris-virginica
5.476952072931588,2.2628456253989215,4.931481248384772,2.15127347853178,Iris-virginica
6.333726464553853,2.973784411994072,4.8443357021490705,1.7823570075495072,Iris-virginica
5.218225728032475,3.696588400155869,1.6419847169174222,0.015361407529819682,Iris-setosa
5.66366272277689,3.6115953392557776,1.5012456090985473,0.6257142585576383,Iris-setosa
5.359566807264382,4.140810237062709,1.0965461965619803,0.2472434358964197,Iris-setosa
4.84715273178361,2.9862999601854576,1.590621538037761,-0.08516370544010299,Iris-setosa
6.878519087016092,2.932285786464365,4.737628072502633,1.60802435873976,Iris-versicolor
5.056566212918669,3.4490736236776582,1.504163222264288,-0.09029386961529351,Iris-setosa
5.34142146979993,3.702318803116548,1.3550800605058804,0.1485291237114337,Iris-setosa
6.736537008622627,3.162940544039609,5.542139106874038,2.3296972470123345,Iris-virginica
6.719350183657345,2.9990421108239973,5.8942186794078,2.189507079741613,Iris-virginica
5.733882999728512,3.0166894080929,4.185173268272449,1.372610248416562,Iris-versicolor
4.852533886923109,2.9458553546271764,1.4249264379703575,0.2141438020579323,Iris-setosa
7.391363073326585,3.1459651644003266,5.638631071299304,1.9622334182364436,Iris-virginica
4.879431589640693,3.9356046018234565,1.8110018509842882,0.1036486926759575,Iris-setosa
