SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
6.31275230363901,2.7252064642865723,5.146020978872879,1.5887747157682777,Iris-virginica
6.468187160454848,3.154796403415286,5.615618796892914,2.4758435515911166,Iris-virginica
4.9493468115001225,3.752780624020227,1.129008638368597,0.3444358651712876,Iris-setosa
6.712304411720197,2.8391914467464243,5.8481475692476605,2.405445684856708,Iris-virginica
5.115814681047197,2.2731144197142377,2.823719411029785,1.0320359340878484,Iris-versicolor
5.690155087945368,2.700176945324502,5.360315896394893,2.062020515486318,Iris-virginica
5.812021394727899,2.661898498491296,3.652806338664256,0.9572091171257016,Iris-versicolor
6.559615229793905,2.8659535166474326,5.778577595329951,2.208419434927708,Iris-virginica
5.739874854723327,2.2866185939279235,3.7900202835251697,1.4892024999055822,Iris-versicolor
5.992391369345826,2.5935334943946518,4.881944058674974,2.0128657226664752,Iris-virginica
4.734847670481756,2.601020064859488,4.599003437889515,1.589813358488293,Iris-virginica
6.444063718323953,3.000003765936963,4.732511134900797,1.5066259320391657,Iris-virginica
6.907952015144782,3.254464070133871,4.936485174521116,1.7531460976041982,Iris-versicolor
5.798842348765105,2.6653821237648225,5.032570769337757,1.8080507119972444,Iris-virginica
6.7651913987152765,3.263589570848132,5.7887940402293445,1.7046742536537778,Iris-virginica
6.988589290655096,3.151689020706609,5.927123076079591,,Iris-virginica
5.373246379866708,4.051309023967097,1.5615408348645277,0.20882530754771225,Iris-setosa
4.854990107673548,1.8933882350682427,3.4154024128108764,1.1531543760279221,Iris-versicolor
5.906603193098085,2.7290822702745827,4.282842347470437,1.5264745940381,Iris-versicolor
5.9163303466051795,2.5019576300475914,4.038100548851545,1.2571611369255726,Iris-versicolor
5.424578666570233,2.5572927192659844,4.220930109402488,1.2831357580241305,Iris-versicolor
6.091964677517034,3.447316294530325,5.412021660227112,2.143774364060693,Iris-virginica
6.628527111869684,3.0007426422559136,5.840664658829717,2.394329032597506,Iris-virginica
6.3993986890859365,2.872421740195955,4.358997351161468,1.019945891934939,Iris-versicolor
7.748000595589152,2.7746220642129655,6.693360625765885,2.231328140780907,Iris-virginica
5.903717104665303,2.8357938918577443,3.9305725029779652,1.387096341887002,Iris-versicolor
5.164699236137639,3.375412806732691,1.7508159245052783,0.037999313274374,Iris-setosa
5.3608530490779085,3.901897281838318,1.6412190400704008,0.11057624416985065,Iris-setosa
4.9641853170938814,3.3728551458793166,1.225509757937669,0.014080002054583679,Iris-setosa
5.302015466225234,3.87712954019557,1.2418004897653891,0.45017379823207704,Iris-setosa
6.690019700186595,3.3157585081096883,4.474224396242073,1.1955832548407397,Iris-versicolor
7.360699218467199,2.820791141938463,6.336262837217393,1.5621564893762319,Iris-virginica
5.938083350169482,3.459850023023929,5.66196564315758,2.311638417339368,Iris-virginica
5.862322311244297,2.7141825741638295,3.733947064661582,1.3165386893874775,Iris-versicolor
4.936312015280595,3.1768534613721475,1.6620319633312728,0.39594582882093926,Iris-setosa
5.138991299478927,3.6524403439038693,1.6592491516320533,0.33524122812111345,Iris-setosa
5.775727875420393,3.43954762094131,4.6749541691535486,1.5990910828643443,Iris-versicolor
5.837242160047649,2.5132683469102735,3.3799346682029663,1.1035921869490422,Iris-versicolor
7.00888012995345,3.0003510353751346,5.568176601009324,2.2190957410366234,Iris-virginica
4.750178939444152,3.256444355129643,1.398372870165704,-0.09089621625557429,Iris-setosa
5.591304358313143,2.6591170046438375,3.692386853895337,1.3075510321859762,Iris-versicolor
6.58766594220303,3.353271801271025,6.092886795123249,2.1779360713998246,Iris-virginica
7.905966399977726,3.976028015079908,6.875599541802488,2.095507698140441,Iris-virginica
4.6345646333611015,3.10939792950771,1.3261491897657078,-0.01188121200619266,Iris-setosa
5.3996898726653475,3.2317451915907838,1.8639700675374398,0.7570958109625461,Iris-setosa
6.747255328456018,2.7456482748741244,4.903047507629158,1.3998169829354723,Iris-versicolor
5.4548844261431535,2.8550779818570904,4.158681952666837,1.349230200690876,Iris-versicolor
4.486726293221726,2.9549440615295435,1.2466225189751887,0.10983155353395663,Iris-setosa
6.0724206114738655,3.0460240804032,4.658618429606455,1.8181684965728837,Iris-virginica
6.3475283761936945,2.763685380119261,4.696357171269531,1.7042380747469876,Iris-versicolor
7.6729498215026855,2.9777624986670315,5.805438449239673,2.195544041761587,Iris-virginica
6.058613638553275,1.9614899663140504,3.984867488130925,0.909088212622574,Iris-versicolor
5.077670970525675,3.9536743255782474,1.8281818347527914,0.1803350593086414,Iris-setosa
6.645877583690705,3.257070848595878,5.740800683207019,1.9829228582525376,Iris-virginica
4.984877095226585,1.9880021651003905,3.656331331021521,0.8115931656629467,Iris-versicolor
5.699096780389759,3.8027654896507364,0.9886226519324426,0.256311267966821,Iris-setosa
6.611314011422931,2.829931469564605,4.787652359233623,1.540443615270257,Iris-versicolor
7.04168205447815,2.7934625263989545,4.629039489191205,1.281711554506471,Iris-versicolor
6.747003737343744,2.7079486528248933,4.433150826844763,1.6766176080941455,Iris-versicolor
7.968894110386176,2.4910923227319257,6.72154712899602,2.313243941204313,Iris-virginica
6.196494164254595,2.0750492780186844,4.954167745340129,1.2635881645795546,Iris-virginica
5.264217302172518,3.3406934372849473,1.0310045867028874,0.20961039465434278,Iris-setosa
5.102965806439435,3.9806523230150717,1.6530539110034992,0.10386141678047889,Iris-setosa
6.514367777454226,3.267600180393396,5.4962421974124025,2.3734346509964475,Iris-virginica
5.738271362112522,2.672263636982536,4.174130239651594,1.4718861350905104,Iris-versicolor
6.045835971553334,2.9879312981334403,5.37807205961637,1.5130261380675756,Iris-virginica
7.114988522658308,2.9158647492813468,6.125825094839205,1.858686650268914,Iris-virginica
7.245216861855055,3.3643997956571097,6.133139388360433,1.5398182803383147,Iris-virginica
6.057765009776906,3.202039855986151,3.9493657648815628,1.5254267280535698,Iris-versicolor
4.889095629485181,3.777832836248908,1.3732445721849602,0.5888572087849953,Iris-setosa
6.999607389258948,2.9519400938061797,6.084563413212616,1.9088289185402125,Iris-virginica
5.372395113805162,2.314046169157305,4.198527594131475,1.5310258115695854,Iris-versicolor
5.8255399792468445,2.7382725118011377,4.634531410125688,2.0750028270995116,Iris-virginica
6.128456942016359,3.2769471598010576,4.022461097080408,1.5501274855041198,Iris-versicolor
7.115153909078546,3.066610687545073,5.792258148517027,2.471955389147577,Iris-virginica
6.759180293153819,3.0491358186160005,5.6288821772269735,2.316684368197279,Iris-virginica
5.321370986640091,4.253134707046325,1.1937841450782638,0.23622197828881059,Iris-setosa
6.6016834383980365,2.888349863431381,5.385418443812532,2.3519211122674353,Iris-virginica
5.343021435000563,3.367861303614598,1.397756946238483,0.1083371996914039,Iris-setosa
5.641779508136107,4.054052585583611,1.8724430220006862,0.6517625261683273,Iris-setosa
6.137531442578912,2.3248292109646282,3.9691750697769774,0.9647141141363444,Iris-versicolor
4.535660639946048,3.2020994962309586,1.3811816734236686,0.33740035551799996,Iris-setosa
6.162392689839209,3.5349728685218804,4.729216528081436,1.722726370014548,Iris-versicolor
6.771224347813728,3.153020577476005,4.926198875798359,2.2485950469567104,Iris-virginica
6.688791700257727,3.0971598460597556,5.359190983062457,2.1061999356234775,Iris-virginica
6.2332915703895715,3.327025637116231,4.484648550557173,1.4134677378962925,Iris-versicolor
7.514040249582395,3.0007940866978835,6.304571137920187,1.963200257155178,Iris-virginica
6.853702858388939,3.3458651880453387,5.547522687784396,2.387350066206947,Iris-virginica
6.437403070801145,3.0091038458985606,5.101440534808013,1.7486651481291235,Iris-versicolor
5.392992582244074,3.368374943850115,1.6391539338634062,0.424467674560128,Iris-setosa
6.4614332203686695,3.1281464164283643,5.7842869953261005,2.0571103266313444,Iris-virginica
6.0321853189595105,2.7985654740202013,5.144836976573128,1.8221381884147305,Iris-virginica
6.3203183460365935,2.816001161706006,4.911618666696588,2.210394071190117,Iris-virginica
6.420096635836262,3.213737154713709,4.706732507079866,1.7282349496158111,Iris-versicolor
4.866844339655867,2.2164057054682536,4.221445826956808,1.7988082019370537,Iris-virginica
,2.6318466664462234,4.91245325727554,2.4201460052742396,Iris-virginica
5.626882823089963,4.4203551091190665,1.3992965732544864,0.6266658697176075,Iris-setosa
6.926814408648832,2.8567592554258265,5.187944638345318,2.3892533961609463,Iris-virginica
6.539693949569159,3.256894067599334,5.328821607237976,1.7712642945766595,Iris-virginica
5.254217164470119,2.540725477920009,3.5042118132528124,0.8976582365693224,Iris-versicolor
4.70478944516718,3.351136797952599,1.2086812935197284,0.05588137417737657,Iris-setosa
6.661005170011037,2.5489737870554396,4.6312503862218755,1.241277466593953,Iris-versicolor
6.203987161652296,3.1287331480664244,4.849886723724548,1.6813864707285464,Iris-versicolor
5.1306961904806405,3.1710208135552653,1.3299395331395123,-0.09766905945693632,Iris-setosa
6.29770631134547,2.9283366618455284,5.0692336120157995,1.6424030644609124,Iris-virginica
5.755689312640511,2.0271244582901917,4.140574272328291,0.8035048821087248,Iris-versicolor
6.111217356943474,2.410441550566712,5.160078891409204,1.5199311087446867,Iris-virginica
5.357408864190088,3.271070506381116,4.262345839939986,1.4062628931378023,Iris-versicolor
7.0617230372203865,3.1222814444261435,5.56834290843877,2.4515613376874947,Iris-virginica
5.201562288699514,3.2338369178026394,1.3982204395084978,0.034761328775494926,Iris-setosa
4.874890861136341,3.4105037906024087,1.5060262671257485,0.743774208621047,Iris-setosa
4.961844929931427,3.0470283005121224,1.4798228428887914,0.13698968335705736,Iris-setosa
5.975439265288203,2.865439237964703,4.0109663277300145,1.222007085895495,Iris-versicolor
6.6979324753841185,2.9555133536554865,5.528610313235197,1.9993809608694095,Iris-virginica
5.573227941632045,3.7858215176493912,1.8624956753126622,0.520337534720712,Iris-setosa
5.518232444592232,3.2541899424809735,4.251629362459642,1.4107934003883245,Iris-versicolor
4.822827803629079,2.6854078958013834,4.37673251290972,1.9920823105033443,Iris-virginica
4.9995896655422545,3.3434911040549786,1.5937002406259122,-0.04418166119743733,Iris-setosa
6.9244071935757425,2.9460681329257565,5.849070163022472,2.5589896550924904,Iris-virginica
6.478006397584261,3.249465026180373,5.205731919721108,1.845460920758367,Iris-virginica
5.271141632226316,3.424136727378275,1.2781451983252121,0.04461592766641953,Iris-setosa
4.788664120331207,2.850514673680134,1.6063066061231646,-0.16869900144161468,Iris-setosa
6.479503812977867,3.309795580943576,5.607617137840067,2.546676859468463,Iris-virginica
6.537633037710959,2.965122872477963,5.52752524366037,2.1804763160337335,Iris-virginica
5.254597257513226,3.8035107270193382,1.206464517725732,0.0400146696274723,Iris-setosa
6.110401625223351,3.194549782928947,5.487971828673521,1.8783620418709195,Iris-virginica
7.4861603348841985,3.0196097437785787,5.985850415586398,2.078940675491021,Iris-virginica
5.231149490118143,2.437512717685199,3.5930513451587425,1.2488504662362743,Iris-versicolor
4.67063554149129,2.846363365253969,1.5397685393117824,-0.10853415485678436,Iris-setosa
7.682436492503877,2.7114137464609973,6.716620712590209,2.0036009155843018,Iris-virginica
6.365132347432735,2.60305461768462,5.350572363589415,2.382124864992803,Iris-virginica
6.575159596352872,2.629680730847051,4.378987259967525,1.1498721155693106,Iris-versicolor
7.895456201783042,3.082225149773331,6.35187790762282,2.1807360318740665,Iris-virginica
5.5968920373471915,2.962981543945653,5.264442502071123,2.474691200515618,Iris-virginica
7.490326206449873,3.8105790100706427,6.498440533411194,2.2460904764578467,Iris-virginica
4.956929135477266,3.3291131063685664,1.7229933385924867,0.3840299644304638,Iris-setosa
4.628128723479035,3.645677952038857,1.6073767593929984,0.38855316245933047,Iris-setosa
,3.137220871921489,5.891647537665397,2.490537850503829,Iris-virginica
5.647632794957086,2.2272963801208405,3.7103578634969097,1.0309514299366478,Iris-versicolor
5.259046719186539,2.3372845161038205,3.99762146642485,1.4028521624477206,Iris-versicolor
6.485966273642482,3.025918925445991,5.4904944185372,2.071481698814957,Iris-virginica
5.0775988776314485,4.2258798779619005,1.2717125939216385,0.33208969171207925,Iris-setosa
5.518937192750651,2.69871811123126,4.03349875700111,1.48161962376102,Iris-versicolor
4.981442141012495,2.2271577887671916,3.24122943476319,1.2836790772348252,Iris-versicolor
4.52712595597194,3.3298639651099875,1.0017758437114224,0.21159792132895278,Iris-setosa
5.939998945987431,2.6225693676848616,4.117236712681797,0.9330362119385216,Iris-versicolor
5.873895602091229,3.6045349673306237,1.6622452661123905,0.24672920073531923,Iris-setosa
4.623847328469665,2.7237402816535052,1.659177324158642,0.34945573909518735,Iris-setosa
6.451851827156022,3.0266054316279423,5.168994130606453,1.9727753481855577,Iris-versicolor
5.866262237794297,2.906884776511884,4.501191459679145,0.9603007753334688,Iris-versicolor
6.917380176345794,3.1077223347438996,5.8064504826769445,1.7804564158345666,Iris-virginica
5.41998380612274,4.616773706850455,1.2249476584083787,0.2538574972906957,Iris-setosa
7.17085969993393,3.5242539076936747,6.227714533653285,2.253435291471957,Iris-virginica
6.542956378742623,3.1382575966697837,4.240932984202782,1.306688182760728,Iris-versicolor
6.369583542093908,3.2559775772005395,5.120356584362381,1.788896621538862,Iris-virginica
5.618756531261068,3.092721544883549,5.017314465970751,2.067055684329194,Iris-virginica
7.175557452222957,3.4705885290793104,5.7394071301774785,1.6777361935785275,Iris-virginica
4.7080448591994735,3.3634960795384017,1.338941866816068,0.44742759650827624,Iris-setosa
4.7386891969702125,2.9154466479778334,1.6695215689600118,0.39713538167254403,Iris-setosa
4.55804835362358,3.1347822839360395,1.3085502340811228,0.3260506051628478,Iris-setosa
5.9761339847763715,1.902695079583196,5.002432779290734,1.6115638705720317,Iris-virginica
4.786199551023525,3.4862441531410284,1.697704263728462,0.41972003241829065,Iris-setosa
5.221862097052723,2.742981121590836,4.263656912461164,1.3687660689777674,Iris-versicolor
7.045757760474119,3.0807223010150544,6.068894096102602,2.0677318905097697,Iris-virginica
6.46704806886577,3.137171504085812,5.949044136213997,2.37749325318694,Iris-virginica
5.169443452741282,2.797578418577097,3.6790708213995504,1.459728403821884,Iris-versicolor
6.04868364559403,3.365296183706264,4.654979905057791,1.366223199839776,Iris-versicolor
5.6071283836129675,2.506705032737427,3.5293143367541457,1.2220265806070785,Iris-versicolor
7.741600860273668,3.5412477734507823,6.26739486607791,2.1975066846908864,Iris-virginica
5.8043787820559265,3.7458370265829224,1.3792107293790024,0.2660949282352953,Iris-setosa
6.193267259957947,3.272350575225416,4.799705693055378,1.9910344744429087,Iris-versicolor
5.676425755297126,2.8421875363802167,4.865262434843618,2.051763520230625,Iris-virginica
5.280652293073717,2.4307774902249637,3.715650550202068,1.3976710286677048,Iris-versicolor
6.44478734669434,2.3386750325249017,5.066478542074674,1.206907805581316,Iris-versicolor
4.993883938505921,3.5778135438507506,1.6145034212670228,0.4735056458210538,Iris-setosa
6.341791417266096,3.6538634593619275,5.416141262108941,2.3387445676242837,Iris-virginica
5.5078818824958296,4.016614516077677,1.4770433675195118,0.26021556799923745,Iris-setosa
4.863144092514163,3.195746944232558,1.6502812262160433,0.2714842954751288,Iris-setosa
8.006595461686198,3.7136561696889783,6.679767058948853,1.7244498032114,Iris-virginica
4.852848266108345,3.4768784406331017,1.589235927350033,-0.005389082151690122,Iris-setosa
5.905133713341966,2.8523228236057494,3.8565215766707883,1.1161640602336733,Iris-versicolor
5.373107017929592,3.609844671970978,1.248474896192539,0.3781477299329564,Iris-setosa
6.813293234033717,2.725410182253312,5.71015660115322,1.6202628618099706,Iris-virginica
4.615555283417149,2.9418081786566943,1.611716909555857,0.14560216836186468,Iris-setosa
6.442874614500855,2.844632283134392,5.364859741454725,1.2269104283680914,Iris-virginica
5.060742336102639,3.651850882177832,1.5044678874677786,0.5280664530555945,Iris-setosa
5.1984833761441696,2.5910523609920473,3.4046180245569198,1.0047921886869045,Iris-versicolor
5.062273525436957,3.8632824406627475,1.2765836655479155,0.1741806214323726,Iris-setosa
5.666208364995379,4.237648002965296,1.4558635290673019,0.407461484865168,Iris-setosa
5.013079511031629,3.7948899688959252,1.5885927660762147,0.26731760937592686,Iris-setosa
5.739300494220083,4.096664930648663,1.2050584659643426,0.44029201184066435,Iris-setosa
5.566408999751604,2.528619839576867,3.4413682755889137,0.980450783112537,Iris-versicolor
7.759433653762576,3.6078197616077348,6.808588712100658,2.2083875165310247,Iris-virginica
7.695746437580596,2.8001735924638576,6.211528684077412,2.4310954234953535,Iris-virginica
8.047480216416893,3.8355679881075493,6.194979218196312,1.774830666862956,Iris-virginica
5.76462428158522,2.622234822229192,4.033675747311131,1.054366958202172,Iris-versicolor
7.574438283248201,2.86671307175935,6.854182273078909,2.099607335208108,Iris-virginica
6.166784256705315,2.1447537803755656,4.290370298709695,1.2304330717623693,Iris-versicolor
4.572586047610754,3.0668373267554605,1.5107732254482336,0.42543807123072896,Iris-setosa
4.3940790350205345,2.9374951629701895,1.526998681916086,0.38433939047654186,Iris-setosa
7.140851554023822,2.8914658257269203,6.230027161685319,1.6119184230592754,Iris-virginica
5.38890631173823,3.3962531887818517,1.2734458903678514,-0.026651101952194944,Iris-setosa
6.710303640283687,2.839902936740613,5.597259999337018,2.345380290012125,Iris-virginica
4.94374076641945,2.6964594576326615,3.151957983421429,1.177520385863043,Iris-versicolor
7.053685839646993,2.9117935849015413,4.633265529060102,1.2671353912776038,Iris-versicolor
4.825190390270884,2.051506170559582,3.3040851142987413,1.2566447807994632,Iris-versicolor
4.987246909536884,3.9576365327651333,1.468180244878768,0.5693383305655121,Iris-setosa
7.90473456776512,2.9561102613019097,6.063967100884962,2.1509735041206457,Iris-virginica
6.829381917655842,2.813541353296753,5.017907566381047,1.6952632945563484,Iris-versicolor
5.779521840179822,2.8665495063716526,4.345825278822208,1.3770205616261004,Iris-versicolor
6.389755823400989,2.5455765639285093,5.343729442952855,1.8818037732056838,Iris-virginica
6.069683296228561,2.7496301463555644,5.2388689443025624,2.010572285021524,Iris-virginica
6.673952743314329,3.221934619296277,5.165579929337063,2.1152842644802727,Iris-virginica
5.437948860661603,3.366464343717894,1.795970618272696,0.14324404055375659,Iris-setosa
5.954781250077128,2.9821558871533376,4.960941176077737,1.6520467456449772,Iris-virginica
4.767988188318785,3.344229386306457,1.2954034521679263,-0.09056605099183862,Iris-setosa
6.060737679257186,2.2213798689101667,4.937807945925489,1.207231569507707,Iris-virginica
4.811054702146549,3.2805797015550393,1.5863399819616708,0.20462019834851103,Iris-setosa
6.240134873797752,3.12386579395092,4.705674114605072,1.604610413942569,Iris-versicolor
7.264158631673002,3.331891779735649,5.889352144042251,2.3817013193324335,Iris-virginica
5.691547625507488,3.598584359055796,1.2540600430618996,0.23219770367691173,Iris-setosa
4.912049157241782,3.3724809602431893,1.6020715439666449,0.8820258211239533,Iris-setosa
6.78643749207888,2.9368906359556406,5.2010812252879735,2.173540393178485,Iris-virginica
6.565495641042281,2.8057021847022874,5.085680490912859,1.7818273956710617,Iris-versicolor
6.0401881159673545,2.5177332223834723,5.839757561767996,1.5106960802103517,Iris-virginica
6.192971957600244,2.6630875014773414,4.667814974288076,1.4381046113298297,Iris-versicolor
5.395355742936139,2.2382550612357837,3.0547069099353035,0.809740411408906,Iris-versicolor
4.642624316924551,2.926038340460324,1.4166963258258325,0.19281952531002156,Iris-setosa
6.247399770379187,3.0931634595266537,4.702718898311559,1.703775618657333,Iris-versicolor
6.351005779125043,3.061075798464729,4.521624643362656,1.2289026744917129,Iris-versicolor
6.699225887706381,2.8518553200001286,5.063237638219767,2.5856534642059286,Iris-virginica
7.000084637481708,3.260728720202562,5.392847545952178,2.210720124844758,Iris-virginica
6.936054549733407,3.3853818655977124,5.878431106531058,2.370027654612911,Iris-virginica
4.83222582383623,2.56950773448578,2.8580665437172335,1.1317636140400302,Iris-versicolor
5.928785549923417,3.1149817571479947,4.320561939840267,1.549031512953769,Iris-versicolor
5.971736750501134,2.553561571280627,4.846332426380007,1.5694204344129443,Iris-versicolor
6.228806672901978,2.6716641745782703,4.5110614684063846,1.2291324324707746,Iris-versicolor
4.568244288552885,2.407729270680577,1.0604232265073126,0.5812774396238454,Iris-setosa
4.389895588963737,3.1109199368276528,1.062965838014648,0.07161621219916578,Iris-setosa
5.24078625578787,2.315985250167608,3.895987937951367,1.0994223977567077,Iris-versicolor
6.050757524033852,2.7204517097322625,4.543851205850448,2.0905022753406235,Iris-virginica
7.566376029447498,3.256411795249616,6.325587437878991,2.1143577773149644,Iris-virginica
7.730648462600815,2.3879010294609415,6.636238352588668,2.024362731869091,Iris-virginica
5.078903692314942,2.8223683148876426,4.136209607680085,1.3642880248920253,Iris-versicolor
7.113010828841163,2.7125625006950735,6.06112913220154,2.1028073133037495,Iris-virginica
5.468602791207459,3.675224872685864,1.4388058395204983,0.06761685611174961,Iris-setosa
4.986554129691293,2.821711264487812,1.3170587509067655,0.3716267123277506,Iris-setosa
6.093959039772062,3.0793297299967812,5.103638101596223,2.527303412965622,Iris-virginica
5.485294343317398,2.5396729220357503,5.260431410492579,2.061282343116577,Iris-virginica
5.53058073256864,2.9303672471180873,4.269998127367729,1.429720343527948,Iris-versicolor
5.666083530195787,2.7789155218798594,4.050115482223298,1.3961821697842578,Iris-versicolor
4.856819982718435,2.7554465163783854,1.6852780786795702,0.31511965191011204,Iris-setosa
5.529898556744873,3.276526552690365,4.140361954011506,1.0601372753744633,Iris-versicolor
5.490871946952668,3.1679929269971248,3.8533957002884476,1.0161702963392154,Iris-versicolor
6.737781796851529,2.940386954166659,5.641610649067589,2.3380853426089074,Iris-virginica
5.041388435182298,3.4676711562659235,1.6303944910638422,-0.07440013051108013,Iris-setosa
5.311875359018111,3.837575152495652,1.4994759255283299,0.08991157035322209,Iris-setosa
4.826146919663713,2.1760560820838264,3.3455027506886896,0.9867174986398279,Iris-versicolor
4.940425349052508,3.2061900015613736,1.6421468369509777,0.45518461913469066,Iris-setosa
5.7281622841153395,2.933771722206072,5.098686803559871,1.8735455658910989,Iris-virginica
6.636176562820933,3.2835617845235805,5.456446611359958,2.2068777580378205,Iris-virginica
6.40537105698757,2.9837668072039474,5.022531663075057,2.427118629253595,Iris-virginica
6.6042775530173925,3.1513657301168694,4.661359769893057,1.3797788158247433,Iris-versicolor
6.341138518256273,3.1917725816659024,4.225097662579006,1.546516545547819,Iris-versicolor
4.667773838011235,3.6625438490214073,0.9128206591726001,-0.082874523421816,Iris-setosa
5.597154135676029,2.571312126675921,4.483845715353566,1.364017919143386,Iris-versicolor
7.946190285451778,3.277689961983814,5.96226468393528,2.1274420959585068,Iris-virginica
6.794337515007636,3.008959878592731,5.494538013968601,2.356617157388415,Iris-virginica
5.645134903911996,2.819295370563302,4.486228480986377,1.5899600235116949,Iris-versicolor
6.483439972777584,2.7848971035308643,4.949164597771867,1.4554661079592108,Iris-versicolor
4.872031694413536,3.6488989430085255,1.3238189103881997,0.43302461425074495,Iris-setosa
4.846133934215976,3.1309433311485195,1.7291102039861124,0.40296041979700387,Iris-setosa
5.382338221539127,3.555485126540731,1.4029603919326514,0.2364648892290619,Iris-setosa
4.827450787861046,3.3360025935771027,1.2349523720498152,0.36181404739376166,Iris-setosa
6.4658839411631766,2.9763015656833707,4.975393782242795,1.6248435763244613,Iris-virginica
6.159256709731721,2.948356918686868,4.861564950721368,0.987339081070836,Iris-versicolor
7.070759903197098,2.8003609128891314,5.592545185014365,1.811020231208802,Iris-virginica
6.221624781815349,3.1777792037523733,5.061621408115562,2.275701509469724,Iris-virginica
6.059518947575246,3.159033481045207,4.943626666838901,1.8370623855967598,Iris-versicolor
6.7242798458667234,3.0816768320796184,4.809693215082973,1.6555302607822686,Iris-versicolor
5.360477563395247,3.2559020331707633,1.6674664131602472,0.3482398229507614,Iris-setosa
5.558059442521477,3.109597425721085,1.4164838181523076,0.11459188445990942,Iris-setosa
6.549515099347746,2.733316067824845,5.117344762673542,1.7192368550604202,Iris-versicolor
4.891036122445912,3.2373343536180816,1.2138832529464858,0.5644577166885971,Iris-setosa
4.774357101349002,3.1061708495151246,1.6125213221741173,0.08888412765546316,Iris-setosa
7.445707109204273,2.694066872379937,6.7204403660270735,2.4342018166674997,Iris-virginica
7.379912673074665,3.466396702711071,5.890818693090317,2.552660985879531,Iris-virginica
5.874029372030654,2.7053185442409116,4.282499450737361,1.1574658725840559,Iris-versicolor
6.207641138258044,2.78399519166743,5.375975938028947,1.884004384944136,Iris-virginica
5.8548995352356075,2.505953429784657,4.851499473865141,1.3674277411493132,Iris-versicolor
4.903582296098725,3.1491109887834385,1.5875591426007691,0.320544570551246,Iris-setosa
5.36005084779802,3.883293568063147,1.7956037212488882,-0.10838071717279238,Iris-setosa
6.786203823075063,3.2993621823800985,4.664939151922368,1.6767447595351035,Iris-versicolor
4.785846190323278,3.263697059029062,1.1527832758028254,0.1327757479321823,Iris-setosa
6.9793486811018495,3.2326583551294337,5.633523667093781,2.3615246734567426,Iris-virginica
6.269754843415519,3.42889503378514,5.230651144968175,2.3447312366003166,Iris-virginica
4.70249739716817,2.762986143436557,1.1861244874782368,-0.11510673564765819,Iris-setosa
6.306096697665157,2.9774557971696485,5.238851062320666,2.492782442812734,Iris-virginica
5.873318230041423,2.7771868595831743,5.664752066620399,1.5421385112875639,Iris-virginica
6.447346873614086,3.3638700642186214,6.1648374328003115,2.3473425912563437,Iris-virginica
4.488088235012429,3.197931996194466,1.3338936622323483,0.2689448680702749,Iris-setosa
6.0644025361468685,3.081757921081962,4.060879262198686,1.225663331433047,Iris-versicolor
5.898135688577605,3.8489722573510003,1.388345119953062,0.3109499824526544,Iris-setosa
6.350266246524136,3.040913323841904,4.635780043873966,1.3325177746575323,Iris-versicolor
5.32927769997147,2.636882305969348,4.836747044199896,1.7997787814867865,Iris-virginica
5.586270410266409,2.573404875001627,5.115132864273432,2.6451900780942648,Iris-virginica
6.904671695141353,3.7428113510802365,5.828303943577722,2.2344261050327234,Iris-virginica
4.333084945659343,2.114555309559265,1.3182642295385565,0.4611587228865287,Iris-setosa
5.642570312890157,2.8859170388723556,3.974263639864143,1.2329709695155293,Iris-versicolor
6.174746540363869,2.432661085122575,5.119143670069892,1.8585305638500826,Iris-versicolor
5.2732363390214125,3.2328193384746586,1.3393554330443436,0.15057224909079264,Iris-setosa
6.305191429066394,3.1927734254878652,5.649936570068638,1.9939670334311514,Iris-virginica
5.8352227504416945,2.85964332319274,4.8432887109901035,1.8644709833824151,Iris-versicolor
5.067854162689705,2.270237582556625,3.527956451224734,0.7728950942036921,Iris-versicolor
5.003583434168427,3.677453504105794,2.082870895556515,0.3756249183689231,Iris-setosa
5.290320700601952,2.2893331854062295,3.7013719793151907,1.3124226033332727,Iris-versicolor
5.583891228446062,3.988857460181541,1.5446951642276188,0.15836007449515777,Iris-setosa
5.590588542602305,2.4541127521836112,,1.0663919364755574,Iris-versicolor
6.46409387161402,2.574918171707205,4.769563281733632,1.229193237038416,Iris-versicolor
5.6362849661559995,2.773083263098197,4.617767024832433,1.540421074336681,Iris-versicolor
4.806995356678627,3.6077002746136166,1.3203906367246994,0.05900056231663975,Iris-setosa
5.67901699592049,2.468974724877012,4.815264652847747,2.09477259616874,Iris-virginica
4.723370181100806,3.8138308232003113,1.2903672497504033,0.30337277629482856,Iris-setosa
7.4077923346815675,2.902327997723398,5.713861620279989,1.7396361618814564,Iris-virginica
5.702707783602942,2.046413983417896,4.720554563043505,1.547630267755594,Iris-virginica
4.860450129326846,4.061968824658304,1.3309015960241608,0.10785367268517962,Iris-setosa
4.967190641831398,3.702601973385031,1.7024444542539172,0.4623910288635327,Iris-setosa
5.002906475970304,1.7557041069481314,3.7981613323792263,1.2607428595072405,Iris-versicolor
5.984213054909293,2.498870497191657,3.550805286739938,0.7256080443838797,Iris-versicolor
7.857780458870464,3.0481371771422703,6.346215524791889,2.0595152065504325,Iris-virginica
7.6469982860430745,3.686540629457587,6.83833039519519,2.01927646015281,Iris-virginica
